label           	timestamp          	 side	        slope	    slope.var	    intercept	intercept.var	           x0	       x0.var	 NP	           r2	       sumres	        nfHFD	       maxHFD
ejemplo         	2007-02-14T19:50:26	 left	-2.999741e-02	+5.167683e-07	+1.977493e+00	+3.156214e-02	+6.592214e+01	+3.757080e+01	  7	+9.971368e-01	+1.808689e-01	+5.441748e+00	+1.338174e+01
ejemplo         	2007-02-14T19:50:26	right	+3.376103e-02	+6.274256e-07	+8.251237e-01	+6.432744e-02	-2.444012e+01	+5.676592e+01	  8	+9.967081e-01	+3.952782e-01	+5.441748e+00	+1.338174e+01
ejemplo         	2007-02-14T19:55:09	 left	-2.641322e-02	+2.834778e-06	+2.976324e+00	+1.770063e-01	+1.126831e+02	+3.053085e+02	  7	+9.800882e-01	+9.921721e-01	+6.658949e+00	+1.282953e+01
ejemplo         	2007-02-14T19:55:09	right	+3.346772e-02	+6.082116e-07	+7.136940e-01	+6.875285e-02	-2.132485e+01	+6.162858e+01	  7	+9.972923e-01	+2.128741e-01	+6.658949e+00	+1.282953e+01
ejemplo         	2007-02-14T20:03:55	 left	-2.465931e-02	+2.528455e-06	+2.930792e+00	+5.804321e-02	+1.188513e+02	+1.541886e+02	  5	+9.876794e-01	+1.896341e-01	+5.059823e+00	+8.948914e+00
ejemplo         	2007-02-14T20:03:55	right	+3.536871e-02	+4.639843e-07	+1.561866e-01	+7.375309e-02	-4.415954e+00	+5.896510e+01	 11	+9.966729e-01	+1.148361e+00	+5.059823e+00	+8.948914e+00
ejemplo         	2007-02-14T20:09:03	 left	-3.105161e-02	+2.699084e-07	+2.225125e+00	+1.275290e-02	+7.165893e+01	+1.466381e+01	  7	+9.986023e-01	+9.446794e-02	+3.632720e+00	+1.285274e+01
ejemplo         	2007-02-14T20:09:03	right	+3.372425e-02	+1.142991e-06	+5.906298e-01	+1.144694e-01	-1.751350e+01	+1.009562e+02	 10	+9.920243e-01	+1.885936e+00	+3.632720e+00	+1.285274e+01
ejemplo         	2007-02-14T20:14:26	 left	-3.277509e-02	+5.086457e-07	+1.779484e+00	+4.177456e-02	+5.429379e+01	+4.028456e+01	 10	+9.962262e-01	+8.392653e-01	+3.700484e+00	+1.744785e+01
ejemplo         	2007-02-14T20:14:26	right	+3.595072e-02	+4.205381e-07	+2.639337e-01	+5.548117e-02	-7.341542e+00	+4.294452e+01	 11	+9.970801e-01	+1.040832e+00	+3.700484e+00	+1.744785e+01
ejemplo         	2007-02-14T20:26:36	 left	-3.161668e-02	+2.353016e-07	+2.450871e+00	+1.886201e-02	+7.751827e+01	+2.028378e+01	 10	+9.981204e-01	+3.882477e-01	+3.479037e+00	+1.701379e+01
ejemplo         	2007-02-14T20:26:36	right	+3.426586e-02	+4.908280e-07	-1.069786e-01	+6.604630e-02	+3.122018e+00	+5.625444e+01	 11	+9.962518e-01	+1.214799e+00	+3.479037e+00	+1.701379e+01
ejemplo         	2007-02-14T22:43:37	 left	-3.044914e-02	+1.442395e-07	+9.670028e+00	+1.042371e-02	+3.175797e+02	+2.693335e+01	 15	+9.979816e-01	+1.312579e+00	+4.480184e+00	+8.919914e+00
ejemplo         	2007-02-14T22:43:37	right	+2.382992e-02	+3.957985e-06	-4.326532e+00	+7.105242e-01	+1.815588e+02	+1.480975e+03	  6	+9.728764e-01	+6.926473e-01	+4.480184e+00	+8.919914e+00
ejemplo         	2007-02-15T18:52:56	 left	-2.937572e-02	+5.316795e-07	+1.481598e+01	+1.928224e-02	+5.043613e+02	+1.790765e+02	  9	+9.957056e-01	+5.582634e-01	+5.157115e+00	+1.191849e+01
ejemplo         	2007-02-15T18:52:56	right	+2.575613e-02	+2.189693e-06	-9.868595e+00	+9.970767e-01	+3.831552e+02	+1.987615e+03	  8	+9.805797e-01	+1.379507e+00	+5.157115e+00	+1.191849e+01
ejemplo         	2007-02-15T21:46:30	 left	-3.017679e-02	+7.519286e-07	+1.632837e+01	+4.709780e-02	+5.410903e+02	+2.934716e+02	 11	+9.926234e-01	+1.861023e+00	+4.784654e+00	+1.813277e+01
ejemplo         	2007-02-15T21:46:30	right	+3.551843e-02	+4.820844e-07	-1.648022e+01	+3.119581e-01	+4.639906e+02	+3.295485e+02	  9	+9.973322e-01	+5.061886e-01	+4.784654e+00	+1.813277e+01
ejemplo         	2007-02-15T22:08:27	 left	-2.766805e-02	+5.427183e-07	+2.006258e+01	+7.561640e-02	+7.251172e+02	+4.715416e+02	 13	+9.922619e-01	+2.716305e+00	+3.781708e+00	+1.340700e+01
ejemplo         	2007-02-15T22:08:27	right	+2.786677e-02	+1.110206e-06	-1.688401e+01	+9.098463e-01	+6.058832e+02	+1.696459e+03	  8	+9.914950e-01	+6.994300e-01	+3.781708e+00	+1.340700e+01
ejemplo         	2007-02-15T22:11:59	 left	-3.031464e-02	+4.998185e-07	+2.447117e+01	+9.899205e-02	+8.072393e+02	+4.621348e+02	 11	+9.951289e-01	+1.237051e+00	+5.263804e+00	+1.653242e+01
ejemplo         	2007-02-15T22:11:59	right	+3.265287e-02	+2.281008e-06	-2.357681e+01	+2.501824e+00	+7.220441e+02	+3.461815e+03	  8	+9.873265e-01	+1.437035e+00	+5.263804e+00	+1.653242e+01
ejemplo         	2007-02-15T22:16:26	 left	-2.697003e-02	+5.256528e-07	+2.422594e+01	+1.525576e-01	+8.982539e+02	+7.928232e+02	 11	+9.935381e-01	+1.300991e+00	+4.416033e+00	+1.603875e+01
ejemplo         	2007-02-15T22:16:26	right	+2.953062e-02	+1.230152e-06	-2.322321e+01	+1.549858e+00	+7.864112e+02	+2.649637e+03	  9	+9.902221e-01	+1.291659e+00	+4.416033e+00	+1.603875e+01
ejemplo         	2007-02-15T22:28:56	 left	-1.324933e-02	+8.819334e-07	+1.392571e+01	+3.311343e-01	+1.051050e+03	+7.436350e+03	 11	+9.567402e-01	+2.182785e+00	+3.820148e+00	+9.063343e+00
ejemplo         	2007-02-15T22:28:56	right	+1.299778e-02	+9.095197e-07	-9.725067e+00	+1.257424e+00	+7.482098e+02	+1.045676e+04	 10	+9.587094e-01	+1.500707e+00	+3.820148e+00	+9.063343e+00
ejemplo         	2007-02-15T22:35:12	 left	-9.849499e-03	+3.273555e-07	+1.279198e+01	+1.589038e-01	+1.298745e+03	+7.329630e+03	 12	+9.673579e-01	+1.170296e+00	+3.942861e+00	+8.135779e+00
ejemplo         	2007-02-15T22:35:12	right	+1.098881e-02	+6.550119e-07	-8.320247e+00	+1.034373e+00	+7.571560e+02	+1.167565e+04	  9	+9.634186e-01	+6.877625e-01	+3.942861e+00	+8.135779e+00
ejemplo         	2007-02-15T22:43:32	 left	-1.536309e-02	+2.688380e-07	+1.740760e+01	+1.579784e-01	+1.133079e+03	+2.131688e+03	 10	+9.909701e-01	+4.435827e-01	+2.618866e+00	+9.389610e+00
ejemplo         	2007-02-15T22:43:32	right	+1.517382e-02	+7.340706e-07	-1.473296e+01	+1.312947e+00	+9.709457e+02	+8.708039e+03	 11	+9.721064e-01	+1.816825e+00	+2.618866e+00	+9.389610e+00
ejemplo         	2007-02-18T21:51:56	 left	-3.048512e-02	+2.789123e-06	+3.360576e+01	+1.821866e+00	+1.102366e+03	+5.607448e+03	  7	+9.852160e-01	+9.761930e-01	+7.020658e+00	+1.398595e+01
ejemplo         	2007-02-18T21:51:56	right	+3.703951e-02	+4.435161e-07	-3.761411e+01	+8.791689e-01	+1.015513e+03	+9.742165e+02	  9	+9.977421e-01	+4.656919e-01	+7.020658e+00	+1.398595e+01
ejemplo         	2007-02-18T21:56:28	 left	-3.325014e-02	+1.416806e-06	+1.282143e-02	+1.511259e-01	+3.856053e-01	+1.366950e+02	  9	+9.911092e-01	+1.487646e+00	+4.655822e+00	+1.636927e+01
ejemplo         	2007-02-18T21:56:28	right	+3.520137e-02	+8.635054e-07	+2.403114e+00	+9.930312e-02	-6.826763e+01	+8.338667e+01	 11	+9.937673e-01	+2.137176e+00	+4.655822e+00	+1.636927e+01
ejemplo         	2007-02-18T22:02:54	 left	-2.934425e-02	+1.607078e-06	+1.646140e+00	+1.165132e-01	+5.609752e+01	+1.411829e+02	  7	+9.907546e-01	+5.624774e-01	+4.545276e+00	+1.360926e+01
ejemplo         	2007-02-18T22:02:54	right	+2.933396e-02	+1.005801e-06	+6.323560e-01	+1.269824e-01	-2.155713e+01	+1.481145e+02	 10	+9.907356e-01	+1.659571e+00	+4.545276e+00	+1.360926e+01
ejemplo         	2007-02-18T22:30:48	 left	-3.276323e-02	+2.502909e-07	+5.590490e+00	+2.909632e-02	+1.706331e+02	+3.389483e+01	 14	+9.972098e-01	+1.708235e+00	+5.087776e+00	+1.187165e+01
ejemplo         	2007-02-18T22:30:48	right	+3.248958e-02	+7.371507e-06	-3.204002e+00	+9.398671e-01	+9.861631e+01	+9.583008e+02	  5	+9.794797e-01	+5.528630e-01	+5.087776e+00	+1.187165e+01
ejemplo         	2007-02-18T23:53:40	 left	-2.972041e-02	+3.591798e-07	+6.587784e+00	+1.706104e-02	+2.216586e+02	+3.929395e+01	 11	+9.963536e-01	+8.889700e-01	+6.295883e+00	+1.831333e+01
ejemplo         	2007-02-18T23:53:40	right	+3.540317e-02	+1.158161e-06	-4.483846e+00	+2.765110e-01	+1.266510e+02	+2.354333e+02	  8	+9.944864e-01	+7.296415e-01	+6.295883e+00	+1.831333e+01
ejemplo         	2007-02-19T00:04:42	 left	-3.391745e-02	+7.430690e-06	+5.270477e+00	+1.551231e-01	+1.553913e+02	+2.908117e+02	  5	+9.809906e-01	+5.573018e-01	+1.988779e+01	+1.327486e+01
ejemplo         	2007-02-19T00:04:42	right	+5.480858e-02	+3.533507e-06	-2.247979e+01	+2.405056e+00	+4.101509e+02	+9.985004e+02	  3	+9.988251e-01	+1.766753e-02	+1.988779e+01	+1.327486e+01
ejemplo         	2007-02-19T00:08:37	 left	-2.595511e-02	+1.076740e-06	+7.915244e+00	+7.920140e-03	+3.049590e+02	+1.604010e+02	  6	+9.936473e-01	+1.884295e-01	+4.855411e+00	+1.109485e+01
ejemplo         	2007-02-19T00:08:37	right	+3.090942e-02	+5.253093e-07	-6.080665e+00	+2.288715e-01	+1.967253e+02	+2.608367e+02	 13	+9.939882e-01	+2.629173e+00	+4.855411e+00	+1.109485e+01
ejemplo         	2007-02-19T00:13:50	 left	-2.829834e-02	+1.001644e-06	+1.241673e+01	+2.644440e-02	+4.387793e+02	+2.738377e+02	 10	+9.900927e-01	+1.652713e+00	+1.007475e+01	+1.677211e+01
ejemplo         	2007-02-19T00:13:50	right	+3.359851e-02	+8.464782e-07	-1.175548e+01	+5.159011e-01	+3.498810e+02	+5.488053e+02	  6	+9.970096e-01	+1.481337e-01	+1.007475e+01	+1.677211e+01
ejemplo         	2007-03-11T21:52:35	 left	-1.159510e-01	+2.052341e-05	-1.979501e+00	+2.360192e+00	-1.707188e+01	+1.759939e+02	 11	+9.864476e-01	+5.079543e+01	+6.720192e+00	+6.040530e+01
ejemplo         	2007-03-11T21:52:35	right	+1.374647e-01	+3.556110e-05	-4.431434e+00	+4.089526e+00	+3.223688e+01	+2.183722e+02	 11	+9.833451e-01	+8.801372e+01	+6.720192e+00	+6.040530e+01
ejemplo         	2007-03-11T21:58:43	 left	-1.147869e-01	+2.813573e-05	-3.334530e+00	+3.102358e+00	-2.904973e+01	+2.372565e+02	 11	+9.811440e-01	+6.963593e+01	+7.896402e+00	+5.699155e+01
ejemplo         	2007-03-11T21:58:43	right	+1.349053e-01	+1.811440e-05	-3.596491e+00	+2.171265e+00	+2.665937e+01	+1.200113e+02	 11	+9.911216e-01	+4.483314e+01	+7.896402e+00	+5.699155e+01
ejemplo         	2007-03-11T22:04:39	 left	-2.776937e-01	+1.934137e-04	+2.226797e+01	+2.049560e+01	+8.018897e+01	+2.819120e+02	 12	+9.755321e-01	+6.914541e+02	+5.388736e+01	+1.756044e+02
ejemplo         	2007-03-11T22:04:39	right	+3.071540e-01	+2.511938e-04	+2.644071e+01	+3.155020e+01	-8.608291e+01	+3.541483e+02	 10	+9.791439e-01	+4.144698e+02	+5.388736e+01	+1.756044e+02
ejemplo         	2007-03-11T22:11:43	 left	-5.266394e-02	+5.695699e-05	+1.036385e+02	+6.653089e+00	+1.967922e+03	+8.192978e+04	 11	+8.440059e-01	+1.409685e+02	+1.012742e+02	+1.293830e+02
ejemplo         	2007-03-11T22:11:43	right	+5.132112e-02	+4.205470e-05	+1.058859e+02	+4.760971e+00	-2.063203e+03	+6.977589e+04	 11	+8.743531e-01	+1.040854e+02	+1.012742e+02	+1.293830e+02
ejemplo         	2007-03-11T22:17:39	 left	-2.660569e-02	+1.063851e-05	+4.818275e+01	+9.325083e-01	+1.810994e+03	+5.060818e+04	  8	+9.172844e-01	+6.702264e+00	+4.940699e+01	+5.914811e+01
ejemplo         	2007-03-11T22:17:39	right	+2.274880e-02	+3.988476e-06	+5.005810e+01	+5.033616e-01	-2.200472e+03	+3.829097e+04	 13	+9.218477e-01	+1.996232e+01	+4.940699e+01	+5.914811e+01
ejemplo         	2007-03-11T22:26:29	 left	-2.313807e-03	+1.324080e-07	+8.301911e-01	+2.145341e-02	+3.587989e+02	+7.191132e+03	 19	+7.040048e-01	+3.207584e+00	+9.075325e-01	+1.182061e+00
ejemplo         	2007-03-11T22:26:29	right	+2.745287e-03	+1.194168e-07	+2.174598e-01	+1.130778e-02	-7.921205e+01	+1.599801e+03	  3	+9.844022e-01	+5.970842e-04	+9.075325e-01	+1.182061e+00
ejemplo         	2007-03-11T22:30:36	 left	-5.056010e-03	+1.269298e-07	-2.155145e-01	+9.849753e-03	-4.262541e+01	+3.943309e+02	  7	+9.757748e-01	+4.442543e-02	+3.843189e-01	+1.820568e+00
ejemplo         	2007-03-11T22:30:36	right	+8.679807e-03	+3.193682e-07	-3.874746e-01	+5.182282e-02	+4.464093e+01	+6.963090e+02	 15	+9.477702e-01	+2.906251e+00	+3.843189e-01	+1.820568e+00
ejemplo         	2007-03-11T22:42:52	 left	-3.591887e-02	+6.225431e-06	-1.196980e+00	+7.121956e-01	-3.332456e+01	+5.573775e+02	 11	+9.583798e-01	+1.540794e+01	+3.154693e+00	+1.939362e+01
ejemplo         	2007-03-11T22:42:52	right	+4.676545e-02	+6.302057e-06	-1.104511e+00	+7.285241e-01	+2.361809e+01	+3.347220e+02	 11	+9.747213e-01	+1.559759e+01	+3.154693e+00	+1.939362e+01
ejemplo         	2007-03-11T22:50:04	 left	-9.714047e-03	+1.820754e-07	-8.799133e-01	+2.221775e-02	-9.058154e+01	+2.512824e+02	  8	+9.885553e-01	+1.147075e-01	+7.417812e-01	+4.188015e+00
ejemplo         	2007-03-11T22:50:04	right	+1.030742e-02	+6.199562e-07	+1.692146e-01	+5.891134e-02	-1.641677e+01	+5.560691e+02	 13	+9.396836e-01	+3.102881e+00	+7.417812e-01	+4.188015e+00
ejemplo         	2007-03-15T21:03:27	 left	-5.203193e-02	+2.471391e-05	-1.346891e+00	+3.212808e+00	-2.588585e+01	+1.192828e+03	  7	+9.563496e-01	+3.459947e+01	+3.340181e+00	+1.382640e+01
ejemplo         	2007-03-15T21:03:27	right	+3.622595e-02	+7.365656e-06	-4.142206e+00	+9.943636e-01	+1.143436e+02	+8.310977e+02	  4	+9.888992e-01	+7.365656e-01	+3.340181e+00	+1.382640e+01
ejemplo         	2007-03-15T21:13:08	 left	-2.593194e-02	+1.333835e-06	-1.490703e-01	+1.207601e-01	-5.748519e+00	+1.796436e+02	 11	+9.824616e-01	+3.301242e+00	+1.176475e+00	+7.821597e+00
ejemplo         	2007-03-15T21:13:08	right	+1.978123e-02	+5.519803e-06	-1.843506e+00	+4.718659e-01	+9.319470e+01	+1.328420e+03	  8	+9.219661e-01	+3.477476e+00	+1.176475e+00	+7.821597e+00
ejemplo         	2007-03-15T21:22:15	 left	-2.022981e-02	+1.915286e-06	+8.938422e-02	+1.592612e-01	+4.418441e+00	+3.892497e+02	 12	+9.552919e-01	+6.847149e+00	+8.572342e-01	+9.605063e+00
ejemplo         	2007-03-15T21:22:15	right	+1.986400e-02	+4.069323e-06	-2.602574e+00	+5.493695e-01	+1.310196e+02	+1.569330e+03	  9	+9.326691e-01	+4.272789e+00	+8.572342e-01	+9.605063e+00
ejemplo         	2007-03-15T21:34:51	 left	-8.059407e-02	+1.306562e-04	+3.769427e+00	+2.448585e+00	+4.677053e+01	+4.209735e+02	  6	+9.255311e-01	+2.286484e+01	+5.132090e+00	+2.501916e+01
ejemplo         	2007-03-15T21:34:51	right	+1.160696e-01	+1.699893e-04	-9.995733e+00	+1.127721e+01	+8.611845e+01	+9.306542e+02	  6	+9.519536e-01	+2.974813e+01	+5.132090e+00	+2.501916e+01
ejemplo         	2007-03-15T21:40:36	 left	-1.415826e-02	+3.892990e-06	+9.427723e-02	+8.936747e-02	+6.658815e+00	+4.466814e+02	  5	+9.449456e-01	+2.919742e-01	+1.207921e+00	+2.230631e+00
ejemplo         	2007-03-15T21:40:36	right	+1.022711e-02	+1.928616e-05	+4.061572e-01	+2.916581e-01	-3.971380e+01	+3.079306e+03	  3	+8.443156e-01	+9.643078e-02	+1.207921e+00	+2.230631e+00
ejemplo         	2007-03-15T21:45:58	 left	-6.612768e-02	+1.397298e-05	+6.769016e-03	+1.963049e+00	+1.023628e-01	+4.489155e+02	  7	+9.842744e-01	+1.956217e+01	+4.757857e+00	+3.728446e+01
ejemplo         	2007-03-15T21:45:58	right	+6.673407e-02	+1.192167e-05	-8.151799e+00	+2.582898e+00	+1.221535e+02	+6.199228e+02	  6	+9.894056e-01	+8.345170e+00	+4.757857e+00	+3.728446e+01
ejemplo         	2007-03-15T22:26:47	 left	-2.924210e-02	+4.903870e-06	+3.087991e+00	+5.101447e-01	+1.056009e+02	+6.605430e+02	  8	+9.667355e-01	+1.235775e+01	+1.569754e+00	+6.363074e+00
ejemplo         	2007-03-15T22:26:47	right	+2.559921e-02	+5.842807e-05	-7.466629e+00	+1.084400e+01	+2.916742e+02	+2.413280e+04	  3	+9.181390e-01	+1.168561e+00	+1.569754e+00	+6.363074e+00
ejemplo         	2007-03-15T22:39:33	 left	-3.177815e-02	+6.292572e-06	+5.057213e+00	+3.270103e-01	+1.591412e+02	+4.816311e+02	  6	+9.756814e-01	+4.404800e+00	+2.487108e+00	+1.559526e+01
ejemplo         	2007-03-15T22:39:33	right	+2.847345e-02	+1.405834e-05	-8.920600e+00	+4.647234e+00	+3.132953e+02	+7.434116e+03	  6	+9.351381e-01	+9.840841e+00	+2.487108e+00	+1.559526e+01
ejemplo         	2007-06-18T21:05:55	 left	-8.753283e-02	+3.192897e-05	+7.391205e+01	+6.226150e+00	+8.443923e+02	+3.783799e+03	 13	+9.561701e-01	+1.598045e+02	+9.021998e+00	+4.147198e+01
ejemplo         	2007-06-18T21:05:55	right	+1.130992e-01	+3.103768e-05	-8.142479e+01	+2.832188e+01	+7.199416e+02	+3.471796e+03	  7	+9.880132e-01	+1.086319e+01	+9.021998e+00	+4.147198e+01
ejemplo         	2007-06-18T23:12:39	 left	-1.641662e-02	+1.459343e-07	+1.161991e+01	+2.608926e-02	+7.078137e+02	+3.680907e+02	  8	+9.967616e-01	+9.193861e-02	+2.264050e+00	+7.961117e+00
ejemplo         	2007-06-18T23:12:39	right	+1.761756e-02	+1.266623e-07	-1.099393e+01	+1.408093e-01	+6.240323e+02	+6.125867e+02	 15	+9.947228e-01	+1.152627e+00	+2.264050e+00	+7.961117e+00
ejemplo         	2007-07-27T21:44:40	 left	-1.561991e-01	+1.163355e-04	+5.063636e+02	+8.838736e+02	+3.241784e+03	+8.633699e+04	 14	+9.458782e-01	+7.939898e+02	+3.103000e+01	+1.015840e+02
ejemplo         	2007-07-27T21:44:40	right	+1.788940e-01	+1.479215e-04	-5.316933e+02	+1.686386e+03	+2.972114e+03	+9.352371e+04	  9	+9.686593e-01	+1.553176e+02	+3.103000e+01	+1.015840e+02
ejemplo         	2007-07-27T21:55:27	 left	-1.654700e-01	+8.080789e-05	+1.819424e+01	+9.292908e+00	+1.099549e+02	+3.750824e+02	 11	+9.741255e-01	+1.999995e+02	+2.165820e+01	+1.027891e+02
ejemplo         	2007-07-27T21:55:27	right	+1.551630e-01	+8.113671e-05	+1.999438e+01	+1.098726e+01	-1.288605e+02	+5.123264e+02	 12	+9.673978e-01	+2.900637e+02	+2.165820e+01	+1.027891e+02
ejemplo         	2007-07-30T21:45:50	 left	-1.672554e-02	+2.257435e-08	-1.061244e+00	+3.625012e-03	-6.345048e+01	+1.328321e+01	  8	+9.995161e-01	+1.422184e-02	+2.397251e+00	+8.276020e+00
ejemplo         	2007-07-30T21:45:50	right	+1.622410e-02	+3.551859e-07	+2.800961e+00	+3.720489e-02	-1.726420e+02	+1.815631e+02	 15	+9.827605e-01	+3.232191e+00	+2.397251e+00	+8.276020e+00
ejemplo         	2007-08-09T22:31:16	 left	-3.051873e-02	+3.664805e-06	-4.048577e+00	+5.329506e-01	-1.326588e+02	+6.414533e+02	  7	+9.807058e-01	+1.282682e+00	+4.135303e+00	+1.213218e+01
ejemplo         	2007-08-09T22:31:16	right	+3.519059e-02	+3.527834e-07	+7.551681e+00	+2.403302e-02	-2.145937e+02	+3.252550e+01	 13	+9.968762e-01	+1.765681e+00	+4.135303e+00	+1.213218e+01
ejemplo         	2007-09-01T19:43:57	 left	-1.727456e-01	+1.672187e-04	+2.848799e+01	+2.534912e+01	+1.649130e+02	+1.001870e+03	 12	+9.469370e-01	+5.978067e+02	+5.462281e+01	+1.187283e+02
ejemplo         	2007-09-01T19:43:57	right	+1.639213e-01	+1.744806e-04	+5.567057e+01	+1.181978e+01	-3.396176e+02	+1.188841e+03	  9	+9.565220e-01	+1.832047e+02	+5.462281e+01	+1.187283e+02
ejemplo         	2007-09-01T19:49:20	 left	-3.257589e-02	+1.365553e-06	-7.753623e-01	+2.196296e-01	-2.380173e+01	+2.076947e+02	 12	+9.872953e-01	+4.881852e+00	+4.134626e+00	+2.058943e+01
ejemplo         	2007-09-01T19:49:20	right	+3.503719e-02	+1.424005e-07	+3.504239e+00	+1.340971e-02	-1.000148e+02	+1.208380e+01	 11	+9.989571e-01	+3.524412e-01	+4.134626e+00	+2.058943e+01
ejemplo         	2007-09-01T20:57:34	 left	-2.210622e-02	+5.127298e-06	-9.930477e-02	+9.985105e-01	-4.492165e+00	+2.043472e+03	 11	+9.137191e-01	+1.269006e+01	+5.569824e+00	+1.560951e+01
ejemplo         	2007-09-01T20:57:34	right	+3.046027e-02	+1.173873e-06	+6.803734e+00	+4.191978e-02	-2.233642e+02	+1.083025e+02	  9	+9.912215e-01	+1.232566e+00	+5.569824e+00	+1.560951e+01
ejemplo         	2007-09-01T21:08:30	 left	-2.942889e-02	+4.658655e-07	-9.015273e-01	+8.437414e-02	-3.063409e+01	+9.792784e+01	 12	+9.946496e-01	+1.665469e+00	+4.140015e+00	+1.870052e+01
ejemplo         	2007-09-01T21:08:30	right	+3.130788e-02	+6.293066e-07	+4.241984e+00	+5.078253e-02	-1.354925e+02	+6.359572e+01	 11	+9.942549e-01	+1.557534e+00	+4.140015e+00	+1.870052e+01
ejemplo         	2007-09-01T21:14:09	 left	-2.737369e-02	+2.618588e-06	-2.582012e+00	+4.899090e-01	-9.432461e+01	+6.848981e+02	 10	+9.728033e-01	+4.320670e+00	+4.495566e+00	+1.491874e+01
ejemplo         	2007-09-01T21:14:09	right	+2.988576e-02	+1.286485e-06	+7.402984e+00	+5.247444e-02	-2.477094e+02	+1.471330e+02	 10	+9.886083e-01	+2.122700e+00	+4.495566e+00	+1.491874e+01
ejemplo         	2007-09-04T21:18:57	 left	-1.556347e-02	+3.015039e-07	-3.165171e+00	+8.686560e-02	-2.033718e+02	+4.101031e+02	  9	+9.913621e-01	+3.165791e-01	+2.284546e+00	+8.190644e+00
ejemplo         	2007-09-04T21:18:57	right	+1.695740e-02	+2.006027e-07	+5.105767e+00	+1.031920e-02	-3.010936e+02	+9.913044e+01	 14	+9.916981e-01	+1.369113e+00	+2.284546e+00	+8.190644e+00
ejemplo         	2007-09-05T21:47:30	 left	-1.433840e-02	+5.424524e-07	+2.569761e+00	+5.175900e-02	+1.792223e+02	+3.365098e+02	 12	+9.742931e-01	+2.409393e+00	+2.778992e+00	+9.741143e+00
ejemplo         	2007-09-05T21:47:30	right	+1.690228e-02	+1.480914e-07	-5.185100e-01	+2.387973e-02	+3.067692e+01	+8.407482e+01	 10	+9.958702e-01	+2.443508e-01	+2.778992e+00	+9.741143e+00
ejemplo         	2007-09-06T21:22:29	 left	-1.222974e-02	+2.322512e-06	+3.600195e+00	+1.335445e-01	+2.943804e+02	+2.238557e+03	 13	+8.541086e-01	+1.162417e+01	+3.507626e+00	+9.224857e+00
ejemplo         	2007-09-06T21:22:29	right	+1.717741e-02	+2.425421e-07	-1.219774e+00	+4.699254e-02	+7.101035e+01	+1.634075e+02	  8	+9.950922e-01	+1.528015e-01	+3.507626e+00	+9.224857e+00
ejemplo         	2007-09-06T21:25:01	 left	-1.619155e-02	+2.904271e-07	+2.343731e+00	+1.451816e-02	+1.447503e+02	+7.858901e+01	  8	+9.933971e-01	+1.829691e-01	+3.092109e+00	+8.494573e+00
ejemplo         	2007-09-06T21:25:01	right	+1.560746e-02	+7.799875e-07	+1.818970e-01	+1.826385e-01	-1.165449e+01	+7.502047e+02	 15	+9.600373e-01	+7.097886e+00	+3.092109e+00	+8.494573e+00
ejemplo         	2007-09-06T21:28:42	 left	-3.328825e-02	+7.137212e-07	+3.709078e+00	+6.222864e-02	+1.114231e+02	+6.415403e+01	 10	+9.948737e-01	+1.177640e+00	+5.365917e+00	+1.966614e+01
ejemplo         	2007-09-06T21:28:42	right	+3.233067e-02	+1.632389e-06	-4.043476e-01	+2.769984e-01	+1.250663e+01	+2.652455e+02	 13	+9.831116e-01	+8.170105e+00	+5.365917e+00	+1.966614e+01
ejemplo         	2007-09-07T22:23:29	 left	-1.514388e-02	+3.838618e-07	+7.041373e-01	+7.570164e-02	+4.649649e+01	+3.337074e+02	 15	+9.787041e-01	+3.493142e+00	+2.568854e+00	+8.111722e+00
ejemplo         	2007-09-07T22:23:29	right	+1.680390e-02	+4.481875e-07	+1.046517e+00	+3.105671e-02	-6.227822e+01	+1.161417e+02	  8	+9.905665e-01	+2.823581e-01	+2.568854e+00	+8.111722e+00
ejemplo         	2007-09-08T00:32:46	 left	-1.330542e-01	+5.776055e-05	+7.868495e+00	+5.054049e+00	+5.913752e+01	+2.968948e+02	 11	+9.714735e-01	+1.429574e+02	+1.191153e+01	+7.741915e+01
ejemplo         	2007-09-08T00:32:46	right	+1.570116e-01	+8.186920e-05	-3.856702e+00	+1.033599e+01	+2.456317e+01	+4.212688e+02	 10	+9.741203e-01	+1.350842e+02	+1.191153e+01	+7.741915e+01
ejemplo         	2007-09-17T22:49:11	 left	-1.529053e-02	+3.232341e-04	+3.431801e+00	+1.315293e+01	+2.244397e+02	+1.258991e+05	  9	-8.312722e+00	+3.393958e+02	+3.393188e+00	+8.921049e+00
ejemplo         	2007-09-17T22:49:11	right	+1.605673e-02	+2.351797e-04	-1.133595e+00	+6.350440e+01	+7.059941e+01	+2.508610e+05	 11	-7.168188e+00	+5.820697e+02	+3.393188e+00	+8.921049e+00
ejemplo         	2007-09-17T22:54:44	 left	-1.095613e-02	+1.850101e-04	+2.202272e+00	+5.412285e+00	+2.010083e+02	+1.073630e+05	  8	-7.804065e+00	+1.165564e+02	+3.446007e+00	+5.734988e+00
ejemplo         	2007-09-17T22:54:44	right	+1.019021e-02	+1.404768e-03	+9.803635e-01	+1.771469e+02	-9.620645e+01	+1.831168e+06	  5	-3.521625e+01	+1.053576e+02	+3.446007e+00	+5.734988e+00
